genes,logFC,logCPM,LR,PValue,FDR,bnumber
fsr,0.322334286797216,3.52684693965826,1.04927207215479,0.305674794744122,0.570591964326292,b0479
ftn,-3.39311320298957,8.4001065117543,150.872155234912,1.1177145843321e-34,3.86192743178426e-33,b1905
ftsA,0.0173273999991971,7.44343335684887,0.0101074965326866,0.919918767271689,0.976400655959694,b0094
ftsB,-0.101225782133502,5.50266833980643,0.222236161328579,0.637341332510855,0.841282767455495,b2235
ftsB,-0.101225782133502,5.50266833980643,0.222236161328579,0.637341332510855,0.841282767455495,b2748
ftsE,-0.168046749467776,6.56304119804036,1.04409304332264,0.306871445327909,0.5710373857696,b3463
ftsH,0.342756225204075,10.38542448246,2.98126782019339,0.0842332673788004,0.24871100020029,b3178
ftsI,-0.304947024123158,7.08474762111651,2.70984670780036,0.0997305744345888,0.276726425499633,b0084
ftsK,-0.220852265752524,8.92738175215114,1.22221647116149,0.268926106883718,0.531575219968319,b0890
ftsL,-0.151475699807683,5.32739262827292,0.668190463178017,0.413683206127845,0.675461054529781,b0083
ftsN,-0.0211866599028487,7.67115032792067,0.0141025359206117,0.905470175312398,0.97290905646291,b3933
ftsQ,0.00863908038767579,6.78524457263554,0.00262985258090276,0.959100740784787,0.994324555796806,b0093
ftsW,-0.147803230675656,6.34859785573893,0.775281192712514,0.378588215299901,0.638470324826346,b0089
ftsX,-0.00827807004638392,6.70857993520689,0.00265439481452723,0.958910512530772,0.994324555796806,b3462
ftsY,0.0882404172321303,7.62613617271877,0.218636122372939,0.640081095382162,0.843095532465861,b3464
ftsZ,-0.0106373011306959,9.4886331922594,0.00285716969560212,0.95737137646748,0.994324555796806,b0095
fucA,-0.439323749012235,2.01556356790838,1.13708282103844,0.286269587031376,0.552703775765987,b2800
fucI,-0.174268092813378,3.75324894049786,0.453552002685766,0.500652973656388,0.750031290449392,b2802
fucK,-0.00523996435446061,4.10860946610954,0.000553569399228682,0.981229059561843,1,b2803
fucO,-0.502062141752795,4.08295490012599,5.35960469874982,0.0206084445287688,0.0846887458798786,b2799
fucP,-0.609801844316231,2.30265050555962,1.54839842547032,0.213372032457935,0.457987352612386,b2801
fucR,-0.298128341831561,5.08609546323015,2.56658083044668,0.109143405824585,0.294618981097739,b2805
fucU,0.072626391784557,4.81771707398716,0.115886866860222,0.733539053325351,0.887823593126418,b2804
fumA,3.23707396340134,7.91609632153253,192.8389710975,7.63252971338716e-44,3.6627662035688e-42,b1612
fumB,-2.96237376351076,6.43295251399383,152.222110369643,5.66607458746942e-35,1.98957529620166e-33,b4122
fumC,1.84131563069644,5.30904441589773,52.5820713325309,4.12638996730301e-13,6.45720227129771e-12,b1611
fur,1.12577516897061,8.55186687026795,31.2397801997383,2.2804483779984e-08,2.58185297947949e-07,b0683
fusA,0.208070571820207,13.371356426252,0.547971327161576,0.459147795498706,0.715647538346774,b3340
fxsA,0.251270308508865,5.00828074500094,0.87211559273824,0.350370288258038,0.61383283602283,b4140
gabD,0.807246957773914,5.95154573484655,17.6000337262593,2.72583512718303e-05,0.000205460417352592,b2661
gabP,0.570857121894092,3.84731851821005,5.96255623131911,0.0146128397006983,0.0644008721095059,b2663
gabT,0.684827981408918,5.88614202503681,10.4084791263578,0.00125438009872503,0.00732117249512622,b2662
gadA,-0.420775056037587,7.95531569851067,2.64692303211621,0.103750542024759,0.283966153995522,b3517
gadB,-0.333765203601806,9.39481285072723,2.77037072388674,0.0960239195800428,0.270533143291719,b1493
gadC,-0.634142441565157,10.418461351907,6.70073442371198,0.00963732066503709,0.0456248002496164,b1492
gadE,-1.50151166794654,9.45048692572385,30.6255893982631,3.12939061793079e-08,3.44791787725589e-07,b3512
gadW,-0.362543768935294,7.78685588241975,4.15549957134799,0.0414995303042814,0.147519729534314,b3515
gadX,-0.479778447193973,8.70866366129361,4.6286779795338,0.031441781788124,0.118703719880164,b3516
galE,-0.251215541873529,5.72474577722737,1.20088353740002,0.273145159131763,0.535704446572508,b0759
galF,0.40577643076256,9.0896921397858,3.75831440083924,0.0525455239801079,0.175381853222632,b2042
galK,-0.193047844793268,6.77840415198372,1.20410791459557,0.272502181699881,0.534971328528084,b0757
galM,-0.347984196706109,8.3414804842873,2.96153987080389,0.085266700954824,0.250181305315139,b0756
galP,0.525416022378348,5.65526513388495,6.8412704167507,0.00890754691761859,0.0427463279302163,b2943
galR,-0.29954722586245,5.47193929079312,2.73049540395419,0.0984487425170932,0.274145789124001,b2837
galS,0.12483098207566,2.93430261590923,0.158700263627143,0.690355982083503,0.86748347422071,b2151
galT,-0.33794588528038,5.4481561824117,2.54038725583641,0.110967567008345,0.296713547321897,b0758
galU,-0.17086309114017,8.17451969128951,0.829482484391378,0.362422216722741,0.624639043575636,b1236
gapA,-1.98060161355797,12.8123834468682,81.6176334469184,1.65134179941909e-19,3.36421944891088e-18,b1779
garD,-1.28875855174345,4.74070277591273,33.5285384205939,7.02259897310001e-09,8.40182963014375e-08,b3128
garK,-0.125792269936598,4.19405669350854,0.371618322125682,0.542123462759613,0.779453469768122,b3124
garL,-0.180904404830399,2.43077773121787,0.196982374469933,0.657167691677229,0.851054151040466,b3126
garP,-0.273973440877368,2.4756684788876,0.202143735411496,0.652996020532366,0.849973880606249,b3127
garR,-0.11885239398972,3.98787128574089,0.272678353430313,0.601540742788868,0.81840536661821,b3125
gatA,-3.34891690790337,7.35152312495588,226.827913332933,2.93185357038153e-51,1.94810393391967e-49,b2094
gatB,-4.00159289210711,6.43229235078621,164.472740562794,1.19258605932135e-37,4.81381232729803e-36,b2093
gatC,-3.49342287705955,8.29060800402891,217.509896286406,3.1590207038264e-49,1.89497366942031e-47,b2092
gatD,-3.5410055780619,6.65957066030274,288.269689246976,1.18462036027515e-64,1.46182152457953e-62,b2091
gatY,-2.12972219320031,9.62106425773638,67.3084144921009,2.32188289130445e-16,4.1784217531433e-15,b2096
gatZ,-2.66242086538919,9.86423850391555,103.539556953536,2.5524666001435e-24,6.12450180334432e-23,b2095
gcd,4.40305025627138,8.31982776289835,323.110262241825,3.04388930628843e-72,4.86909552365176e-70,b0124
gcl,0.596817496405744,3.3704114202561,1.99202733791599,0.158129064694009,0.373672141483945,b0507
gcvA,-0.0709225899150322,5.59666268160968,0.168068488563412,0.681834138885749,0.861820791878124,b2808
gcvH,1.35149573687636,6.22180064633605,29.1038216477509,6.86015277932471e-08,7.33391085492659e-07,b2904
gcvP,1.67420539225344,7.65731378665649,54.8583082453492,1.29539999071152e-13,2.04938921607437e-12,b2903
gcvR,-0.421834039303394,6.83839527107581,4.95141242898312,0.0260693620393537,0.102264827109871,b2479
gcvT,1.99863910716923,6.56438148347869,49.3965207609274,2.0911619159463e-12,3.16902747893757e-11,b2905
gdhA,-0.257548623202841,9.89808921490167,1.2509468579437,0.263371709587161,0.524436336425518,b1761
ggt,1.17523280894221,5.9010514785076,29.2198434684652,6.46140696146724e-08,6.94199419566592e-07,b3447
gidA,0.576534759704629,7.84467329009567,5.8022429727468,0.0160057439729798,0.0694064339551204,b3741
gidB,0.178517436241368,5.33220985926584,0.492266804302767,0.482917873761829,0.73695445380765,b3740
glcB,0.220660531685878,6.39905904995356,1.65219496346005,0.198660447946983,0.436181770409702,b2976
glcC,3.94825269287469,5.27964294120472,237.528599205376,1.36016818028092e-53,9.95689215361575e-52,b2980
glcD,0.70027735272565,3.43635040281756,4.93945030715797,0.0262503836434174,0.102714303289997,b2979
glcE,0.994169748100703,2.68250055720896,5.65005342438308,0.0174548403774498,0.0742733552612862,b4468
glcF,0.555529096330983,4.41360261028705,8.53759220011455,0.0034788552507342,0.0185267272847361,b4467
glcG,0.317385256981165,3.92918254363113,1.03751341069142,0.308400492775074,0.57215709978331,b2977
gldA,-2.19214488219182,7.52540952257034,125.32696810428,4.31632076333556e-29,1.19501213954143e-27,b3945
glf,-0.054510311626436,8.1125802276442,0.0559629680915723,0.812994326524739,0.929822349622508,b2036
glgA,-0.465705620711567,7.9122252982296,6.66219291844192,0.00984796545116004,0.0461817185489253,b3429
glgB,-0.791779415008163,9.2752825121634,12.2829866741152,0.000457106254736781,0.00286537287983767,b3432
glgC,-0.857222141492442,8.01379832197924,16.1492421054672,5.85419898665707e-05,0.000420703584415506,b3430
glgP,-0.51883311027868,8.78749948163729,7.55631733569243,0.00598000681720942,0.0302431492312968,b3428
glgS,0.346131900819652,6.13425949255894,2.52429617234822,0.11210479051367,0.298583781589278,b3049
glgX,-0.670783252702865,8.18990711737843,11.0103099266826,0.000906064948517161,0.00544269056000781,b3431
glk,-1.11226917393537,5.86944932217479,41.9150166019332,9.53277231501866e-11,1.33242859639371e-09,b2388
glmM,0.0392652723013582,7.66530459066331,0.0479297801322427,0.826705581451662,0.936816744886178,b3176
glmS,-0.100674264873442,9.22557517174798,0.229858046790163,0.631629104627171,0.838354672060464,b3729
glmU,-0.1717400953309,8.70217360254359,0.867762640061293,0.351575449970052,0.614522597417485,b3730
glnA,-1.59537677169102,8.60799939374046,10.841741096316,0.000992373780584806,0.00590366716025589,b3870
glnB,-0.123580279855234,6.38113268273536,0.549622637795411,0.45847192511605,0.715368585468288,b2553
glnD,0.361768578303706,7.26810516429761,4.58927449949011,0.0321726296834934,0.120829206611311,b0167
glnE,-0.0724094148632415,7.23525922234717,0.172488605687224,0.677909509686995,0.860521318567251,b3053
glnG,-0.481265216783696,5.69925445494371,6.25340413635256,0.0123954867074757,0.0561763977855063,b3868
glnH,0.207319980013977,7.69396453366465,0.7124202816916,0.398641506062464,0.660956933433907,b0811
glnK,-0.181014937217346,0.772583435993319,0.0663693189496284,0.796698313493596,0.923077132680261,b0450
glnL,-0.349087132282864,5.14154292064257,3.01216503050705,0.0826418413726464,0.245819636975523,b3869
glnP,0.0265584044607184,6.34415043617896,0.0225502419189247,0.88063256127224,0.961195863567046,b0810
glnQ,0.129342784694684,6.65126616463358,0.510225486115427,0.47504126116299,0.730403420065131,b0809
glnS,0.089941086589145,8.35251464642156,0.182667091365847,0.669091132892364,0.856513475243181,b0680
gloA,-0.329253836703282,7.0450735866489,2.49694032286956,0.114067715931955,0.301250851993607,b1651
gloB,-0.195113770301989,5.52649684261461,1.04555160038256,0.306533822317157,0.5707657590276,b0212
glpA,-0.138920101629539,2.47659151006578,0.093512239120094,0.759758672559727,0.899171552673738,b2241
glpB,-0.349496381892485,2.31110749634291,0.645354199922955,0.421778587934731,0.68432070672055,b2242
glpC,-0.358537530711245,3.00158608954126,1.31805959827444,0.250940589223601,0.506928159427845,b2243
glpD,1.56169906517111,4.96307845337438,35.7360629075772,2.25942566144345e-09,2.83676146272508e-08,b3426
glpE,2.0037262125411,4.96787401934314,87.9805173224082,6.61023553997916e-21,1.4063845959197e-19,b3425
glpF,0.0608819542339007,3.37218565099349,0.0562700565160457,0.812491471200692,0.929822349622508,b3927
glpG,0.611105243338495,6.33120719940052,11.5392538058447,0.00068141984474202,0.00414514409780392,b3424
glpK,0.205448310007735,4.93694455689757,1.19504006014852,0.274315268818838,0.537123972883246,b3926
glpQ,0.0740766437604427,5.10134000505114,0.126526884245645,0.722060618748729,0.882808992537676,b2239
glpR,0.377475254417998,6.23051811037392,4.96991386671824,0.0257919318480229,0.101452963252833,b3423
glpT,0.170822041371724,2.99517412573307,0.26403665879598,0.607360380464943,0.822529657166227,b2240
glpX,-1.07922546825813,5.86891210562479,34.0659889670452,5.32743439419323e-09,6.46325537879791e-08,b3925
gltA,3.06939199279532,9.80141029585996,153.059866629345,3.71697087774693e-35,1.33779976841575e-33,b0720
gltB,0.152211150008515,10.9892473160522,0.248137493699005,0.61838958930977,0.828419552180179,b3212
gltD,0.162174276315922,9.40368102754894,0.431780199599707,0.511116721851207,0.75729438136376,b3213
gltF,0.120957491486452,3.79859680013353,0.150759038178338,0.697811047061026,0.872544515613616,b3214
gltI,1.20681573579008,7.7872449518633,40.9798664155917,1.53805536715267e-10,2.14285842926851e-09,b0655
gltJ,0.854852453185619,4.77058622837656,18.2945253879229,1.89250257002038e-05,0.000146482412184911,b0654
gltK,0.999736273563892,4.32297726779787,19.126963685034,1.22304750982754e-05,9.76403363206123e-05,b0653
gltL,1.19278340703351,5.17683396069014,36.2300188937307,1.75348635606259e-09,2.23401403298948e-08,b0652
gltP,1.06861820484201,6.57962775343686,33.4880019780241,7.17049590634327e-09,8.55507508825872e-08,b4077
gltS,0.194870139335048,5.80095397806936,0.836356471087241,0.360440905365935,0.622946886864936,b3653
gltX,-0.0721970841711381,9.66854019779466,0.1101782242608,0.739941321214188,0.889238777205152,b2400
glvB,0.272017946583954,1.91489757934863,0.250864879299598,0.616466746722343,0.827897972355037,b3682
glvC,0.435379040611927,2.55529406626085,0.809383833458125,0.36830248323175,0.629480975495816,b3682
glvC,0.435379040611927,2.55529406626085,0.809383833458125,0.36830248323175,0.629480975495816,b3683
glxK,0.0313371888450065,3.12166502914379,0.00859656492718486,0.92612786486172,0.978939365721431,b0514
glxR,0.08228177235515,2.20209921837714,0.0407125843907035,0.84009372364607,0.94096597313988,b0509
glyA,-0.291098487403087,12.4193590516577,1.93300377485566,0.164430191152517,0.384085449209152,b2551
glyQ,-0.0410783253274139,9.01886059997335,0.0359070197675351,0.849707634642483,0.945603523324114,b3560
glyS,0.0224954387408776,10.0844582352737,0.0114044570484566,0.914954269926184,0.976005845561353,b3559
glyX,0.630379623399245,4.81324173260088,4.28596535638898,0.0384282544013371,0.139004715878873,b3431
gmd,0.292580881588413,2.73806565988707,0.680091863961662,0.409555092895433,0.672062479565111,b2053
gmhB,-0.188308239903657,6.27100200669264,0.982988881767304,0.321462011759263,0.583400886998246,b0200
gmk,0.135170905854614,7.55025043346623,0.586134448015677,0.443917808703282,0.704147658879717,b3648
gmr,0.401401844297308,6.23868986236424,3.85416157918196,0.0496227222661055,0.168623554262242,b1285
gnd,-0.0537103133858329,11.1873286169284,0.0652876027011331,0.798325831982768,0.923276857693991,b2029
gnsA,0.0514358965629738,4.41624786354328,0.0177972584543058,0.893872011175482,0.966652298191436,b4517
gnsB,-0.453829956105235,5.83138862344448,2.16573495808439,0.141117138585529,0.344731290469965,b1550
gntK,-0.499109900620842,2.69707173344943,1.34346676420229,0.246423521470876,0.501427952707025,b3437
gntP,-0.43961643167936,3.29295261402814,1.51399862690303,0.218529943823752,0.465170442274413,b4321
gntR,-0.291813170879022,6.657375399509,2.58961773435618,0.10756629374366,0.291820868516876,b3438
gntT,-0.288824794475593,4.17592576348715,1.54492437199651,0.213886308010788,0.458449113795829,b3415
gntU,-0.131801851522557,3.93937121492908,0.362490895649929,0.547126099816109,0.781126584208992,b4476
gntX,0.191024772334725,5.55996024451655,0.977373935582554,0.322848000250554,0.584515943849443,b3413
gntY,1.86112034109844,8.79774238879848,79.3446845691679,5.21664030340004e-19,1.02879769271163e-17,b3414
gor,-0.117518447125288,8.11332063341058,0.42869065216203,0.512632125602435,0.759279201123772,b3500
gph,-0.0638528912184863,6.87243314878174,0.144212408674678,0.704128707631445,0.875081414092452,b3385
gpmA,2.523036748902,9.70466403440268,134.293828585981,4.71196296235235e-31,1.41326166905554e-29,b0755
gpmI,-2.57773717132798,9.85393953185193,146.652963940223,9.34535124965042e-34,3.12888155404963e-32,b3612
gpp,-0.0686847998022275,7.51187782384829,0.135346596721699,0.712951664715974,0.878893448572924,b0238
gpp,-0.0686847998022275,7.51187782384829,0.135346596721699,0.712951664715974,0.878893448572924,b3779
gpsA,-0.271100060874135,8.16889448779125,1.78316371217555,0.181761320210619,0.411224275531516,b3608
gpt,0.545283789493484,7.43982851141914,3.30107972885086,0.0692343604003766,0.215434583983593,b0238
greA,0.0742488530136673,6.97684959405709,0.19783058810421,0.656477660640443,0.851054151040466,b3181
greB,-0.411436552608224,4.82246775668024,4.22877529311749,0.0397441090073374,0.142452121827959,b3406
groL,0.579375516794091,11.426166981135,5.6614608028035,0.0173416734984539,0.074010561106544,b4143
groS,0.588973292235557,8.57504248426188,4.91976313402667,0.0265511570763298,0.103650187029936,b4142
grpE,0.0374985471095439,9.16464952543158,0.0336274782445392,0.854501463658584,0.947440372884162,b2614
grxA,1.1403346370064,4.17666398215883,30.9688589430579,2.6220185888643e-08,2.94908809513149e-07,b0849
grxB,0.0363053517821372,9.14451886432994,0.0322560639683189,0.85746681458238,0.948130868453994,b1064
grxC,-0.130078903841613,7.23540506740934,0.572328555558157,0.449335091318778,0.70776012378038,b3610
gshA,0.0489671554828579,8.42738846887617,0.0697314370342106,0.791728209271057,0.920912660131127,b2688
gshB,-0.0757126917364318,7.29733967498598,0.168784608977091,0.681194230561481,0.861516217216702,b2947
gsk,0.111704684790729,6.43070402688905,0.256633181989445,0.612442696796015,0.82531669499594,b0477
gspA,-0.0441132445648817,2.75727553805158,0.01022606969922,0.919452001636863,0.976400655959694,b3323
gspC,0.239210216446677,2.15385006821197,0.307034491388939,0.579505666754387,0.801949687507913,b3324
gspD,0.000328083773184788,3.98374823331174,2.39352199704612e-06,0.99876559236344,1,b3325
gspE,-0.134876711741596,3.00247913977821,0.199445378433821,0.65516889346372,0.851054151040466,b3326
gspF,-0.411282187829293,3.12319376209101,2.08787240855911,0.148472717238172,0.357443514911741,b3327
gspG,-0.211144079714987,1.26067188405426,0.128828017986574,0.719650298075061,0.881370818339358,b3328
gspH,1.12251021330398,1.2254376850829,4.20753798865894,0.0402447084741884,0.144007370256851,b3329
gspI,-0.320235963176324,0.675322562928349,0.243379753044342,0.621775665011687,0.831151066909772,b3330
gspJ,-0.166131124972019,1.74812519411072,0.104659506030968,0.746308115690905,0.89141803497594,b3331
gspK,-0.582376573092577,3.23229176600688,2.70953095500134,0.099750316660245,0.276726425499633,b3332
gspL,-0.374110218704238,3.82087180026554,2.94211688060163,0.0862975680285634,0.252519780701467,b3333
gspM,-0.0435313032613629,2.39163554586101,0.0101476663830766,0.919760329601997,0.976400655959694,b3334
gspO,-0.0661360815697524,4.23244364217727,0.111509225046604,0.738432403618825,0.889190411887638,b3335
gss,-0.807949640660237,8.56390732966811,18.7498361308316,1.49036163958341e-05,0.000117461166448188,b2988
gst,0.25795665863985,7.05607155153371,2.34986786784728,0.125293627007575,0.319258510351454,b1635
guaA,0.678282684558655,9.97525710667511,4.62102135725,0.0315824271939054,0.119130570349762,b2507
guaB,0.65247627900195,10.2233116699468,4.04525553065429,0.0442956721782534,0.154533932259997,b2508
guaC,-0.0195404840223351,7.808868700206,0.00747930097568528,0.931082507676343,0.98105117872689,b0104
guaD,-0.21864624727566,3.97944991358487,0.815150634210762,0.366601832378724,0.628065574789254,b2883
gudD,-0.34746661490466,4.33185174072861,2.59732168500946,0.107044476085434,0.290587738663099,b2787
gudP,0.0296046322138062,2.59335401901019,0.0035506907790408,0.952484036407189,0.993426359150603,b2789
gudX,-0.539813880587651,3.16594001270154,1.86004581277953,0.172619512904938,0.397121835339533,b2788
gutM,-0.213869657733359,1.95247466556679,0.213778888399347,0.643821536200531,0.84493017771197,b2706
gutQ,-0.801119282957578,5.09376363205075,19.7461580968313,8.84392984194625e-06,7.22059224713911e-05,b2708
gyrA,0.139157988110212,9.97770400072548,0.472874219110828,0.491667856618404,0.744569941351643,b2231
gyrB,0.0516271092271244,8.75240571436805,0.0547152445071006,0.815052598715774,0.9305345423879,b3699
hcaB,-0.0949818442379437,3.16721963431604,0.0974507183535032,0.754910588366595,0.895238558801571,b2539
hcaB,-0.0949818442379437,3.16721963431604,0.0974507183535032,0.754910588366595,0.895238558801571,b2541
hcaC,-0.0336875376494497,2.03152345007008,0.00787156038083192,0.929302995380158,0.980136663503517,b2540
hcaD,0.0593557218759343,4.03296653216878,0.0822723219756596,0.774241325584622,0.909710735465571,b2542
hcaE,0.0314254720979853,4.71235319300026,0.0211321691256288,0.884419476699688,0.962653155208154,b2538
hcaF,0.132016040859763,2.43683926501827,0.13984656030409,0.708433599759798,0.877252120176971,b2539
hcaR,2.2442111233958,4.41608380497163,73.7372477096791,8.92389454546934e-18,1.66130605783975e-16,b2537
hcaT,0.37644139937227,4.20795756516891,2.93470199632985,0.0866946601677556,0.252825278369032,b2536
hchA,0.957578459625865,7.3823245015721,9.18560881570359,0.00243925383510372,0.013457017850448,b1967
hcp,-1.27555517524833,3.47754931637172,29.7057965894595,5.02842361080586e-08,5.48428322602791e-07,b0873
hcr,-1.49323975823643,3.32108422325093,14.4952159427041,0.000140515946826975,0.000955729723379062,b0872
hda,-0.147396217243461,6.41050662532709,0.385599574780003,0.534621569339498,0.775362846869474,b2496
hdeA,-0.442518449433403,11.9168483976479,4.36239106059929,0.0367407021067784,0.134591257336027,b3510
hdeB,-0.35908291609805,10.3354516491539,2.75734241058063,0.0968089352145727,0.271505059215415,b3509
hdeD,-1.02518522401402,9.56647054727419,20.0958662238301,7.36557027218724e-06,6.12946011668144e-05,b3511
hdfR,-0.217024847660935,6.23453383695169,1.49923486144635,0.220789128518999,0.46836357862159,b4480
hdhA,0.00761643491397142,8.81298479717031,0.00124840611967159,0.971814376212555,0.99942044795468,b1619
helD,-0.169438741953239,7.47671512332182,0.973344953685128,0.323847371562293,0.58522878568098,b0962
hemA,-0.104187943720061,7.80926726075032,0.322242411499556,0.570263143960675,0.795540706975187,b1210
hemB,0.262542054950821,7.34538116557502,2.08392299222973,0.148857175977016,0.357635401125439,b0369
hemC,-0.164300399277542,7.45854039613012,0.870930497978511,0.3506978362393,0.61396998569823,b3805
hemD,-0.183724821063802,6.3106262025018,1.11103366529088,0.29185736299743,0.558994213208825,b3804
hemE,0.300730926693462,6.97006237881858,3.1789697352309,0.0745917478191523,0.227840391568859,b3997
hemF,0.456593555388894,5.75921462444911,5.26411618907643,0.0217694738240695,0.0883668772990191,b2436
hemG,-0.293769977878992,5.81271510383555,3.1723047998904,0.0748966847871129,0.228284249538137,b3850
hemH,0.842150022890905,5.51887977734344,20.5776007779072,5.72621979473365e-06,4.87801642868928e-05,b0475
hemL,0.220178238494943,7.60358963813335,1.62642618090473,0.202198071376584,0.44016807977594,b0154
hemN,-0.0955389037574448,7.70620957139259,0.291774922460642,0.589085356999161,0.80975800664525,b3867
hemX,0.132912050966255,7.06593975823676,0.589922003191333,0.442449281183571,0.702809284822303,b3803
hemY,0.236007115755988,6.99831373240732,1.93563253844773,0.164143531955058,0.383735768224569,b3802
hepA,0.51806813200786,7.58456684345579,7.78939454513823,0.00525538039929264,0.0270536209112574,b0059
hflC,0.41128697290609,8.53344778678848,4.50285996837871,0.033838213555951,0.12588225419572,b4175
hflD,0.462520792237502,6.76923113739363,2.94051828008147,0.0863830117356444,0.25259866464878,b1132
hflK,0.460724878624761,9.07572873904288,5.6623965263004,0.0173324243186529,0.074010561106544,b4174
hflX,0.236641053321546,8.95808145307139,1.61159318020209,0.20426799461014,0.443556293977474,b4173
hfq,0.229976719677039,8.84465002660936,1.4585803023601,0.227156144619169,0.47649726955183,b4172
hha,0.123102743523807,5.77470743293784,0.386361107354725,0.534218387036644,0.775128830609051,b0460
hinT,-0.0612582719788852,7.10213557214086,0.10137862046134,0.750181466262857,0.893063327670695,b1103
hipA,-0.32764244417288,5.61572433099474,2.67501163757529,0.101934581008502,0.280417487500458,b1507
hipB,-0.315536819719147,3.66607276660219,1.41588172413751,0.234082442193666,0.486058686458866,b1508
hisA,0.0959217491003981,6.30514053537648,0.111460777215926,0.738487151526038,0.889190411887638,b2024
hisB,-0.270424794784234,7.33150806826951,1.03754225251837,0.308393768636596,0.57215709978331,b2022
hisC,-0.195289530983875,6.8082241666771,0.394862807109585,0.529754315101295,0.771672474510115,b2021
hisD,-0.182275216966015,6.95945517486048,0.340721175172964,0.559413241471852,0.788803718549438,b2020
hisF,-0.208151411681124,6.29621111410196,1.05562262811406,0.304215689532856,0.56987332586533,b2025
hisG,-0.303976555696936,6.69951381070448,1.13184074735393,0.28738304451508,0.553466467155995,b2019
hisH,-0.208239119616132,5.97482385684593,0.735661719938967,0.391054137869193,0.652865412236972,b2023
hisI,-0.509991123011491,6.8725785259536,5.1323082956186,0.0234844756713704,0.0939161578006008,b2026
hisJ,2.21448382535287,7.99782873907531,26.9372222382351,2.10172012668811e-07,2.13082845708121e-06,b2309
hisL,-0.948829839970122,1.38257488960583,1.80762947443815,0.178792858532462,0.406852663857588,b2018
hisM,1.49718117277429,5.13622437204957,14.2259570249954,0.000162118780021051,0.00108725312253248,b2307
hisP,1.38488218102184,5.62363830241645,16.6426282852663,4.51253410339676e-05,0.000330893629755019,b2306
hisQ,1.65092258214884,5.91563032890484,14.5824645626426,0.000134157158549671,0.000918264291245685,b2308
hisS,-0.0194691527101317,9.02024756886628,0.00805476010509665,0.928487220745531,0.979754778011226,b2514
hlpA,-0.190726071085679,9.5718109241465,1.0004671603071,0.317197495142468,0.581237158048503,b0178
hlyE,-1.87603961173175,4.02417010045026,36.8219675740787,1.29423682163756e-09,1.67359545887803e-08,b1182
hmp,1.06685951935556,5.29158789387383,32.6172275723011,1.12215672443725e-08,1.31344035036436e-07,b2552
hns,0.207021684274323,9.67170286991357,1.06014571384085,0.303181953363348,0.56987332586533,b1237
hofB,-0.785687692966503,3.95102159870995,14.3330780696387,0.000153150065411797,0.00103514105244687,b0107
hofC,-0.179897062179031,3.95310455734798,0.695250898100554,0.404384077427019,0.667125603669708,b0106
hofQ,-0.261796819156608,3.30672292019781,0.557056486766674,0.455448665922643,0.712711155115904,b3391
hokA,0.594392454472248,0.00521874240329525,0.453784494720692,0.500543215665563,0.750031290449392,b4455
hokB,-1.47932423111591,4.36111330701339,24.3982783350707,7.83386723945551e-07,7.41984048403692e-06,b4428
hokC,0,-0.993440807423094,0,1,1,b4412
hokD,-0.0564308735029937,6.30324709833844,0.111164133859825,0.738822658630881,0.889238228927511,b1562
hokE,-0.674061836397145,1.26836088899146,0.759950564300338,0.383343993865323,0.644477504672764,b4415
holA,0.0983837864623089,6.73098711032411,0.226551091305573,0.634093018866972,0.839560928413995,b0640
holB,-0.112304359790483,5.93635374795066,0.36688815493762,0.544705395681224,0.781126584208992,b1099
holC,0.121509533684152,6.40160868052294,0.409758138818839,0.522092290057812,0.766978435632548,b4259
holD,0.150803713450886,5.5418053435305,0.641431180478986,0.42319302070055,0.685328330110865,b4372
holE,0.222682479781553,5.01007339769725,1.29975140206258,0.254258637865146,0.51135014634204,b1842
hpt,-0.158024726166599,7.27163089676518,0.891590545370576,0.34504664891144,0.608310856684896,b0125
hrpA,0.0205529661203962,8.28307750992521,0.0105697439310077,0.918114355836578,0.976313781302745,b1413
hrpB,0.101530002585088,6.76479697566732,0.327141927349181,0.56734689105573,0.795058800282186,b0148
hscA,2.64638896086236,10.0767297810507,137.399265482944,9.86214024308769e-32,3.04247026499255e-30,b2526
hscB,3.09947800644182,8.60871049917213,158.223846389186,2.76521981641144e-36,1.03852038148531e-34,b2527
hscC,-0.415608059185736,3.54185416811975,2.85759878459198,0.0909431638553054,0.260985730691737,b0650
hsdM,-0.0804160163980684,6.67693776842978,0.135979213297507,0.712311397043253,0.878893448572924,b4349
hsdR,-0.658589987929052,7.87938550889478,13.1346184835892,0.000289889298476519,0.0018687042986867,b4350
hsdS,-0.00183215078914519,5.20484469737808,5.87057620187181e-05,0.993886693405255,1,b4348
hslJ,0.108155566491409,6.47136923569992,0.399415559896612,0.527391240474273,0.770048264911557,b1379
hslO,0.646182239244935,6.5110308915769,13.0441304446884,0.000304236380950495,0.00195826666069328,b3401
hslR,0.482356642370472,5.38376499151592,3.22458589429965,0.0725401415637653,0.222831345244596,b3400
hslU,0.0885545114845449,9.22487974093356,0.172185248071386,0.678176966309051,0.860521318567251,b3931
hslV,0.287533365410098,7.22331476979414,2.25358173795548,0.133305536741216,0.331018601524783,b3932
hsrA,-0.131462520961705,4.71383947855584,0.404177664255299,0.52493958560211,0.768861578756323,b3754
htgA,0,-0.993440807423094,0,1,1,b0012
